Date ,Ward,Cumulative_cases,Num_of_sealed_buildings,Num_of_containment_zones_slums_and_chawls,Num_of_sealed_floors
2020-10-13,HE,7475,376,24,
2020-10-13,HW,7682,475,9,
2020-10-13,KE,13604,574,65,
2020-10-13,KW,14323,834,44,
2020-10-13,L,8590,153,35,
2020-10-13,ME,7263,56,16,
2020-10-13,MW,6502,168,10,
2020-10-13,N,11110,696,34,
2020-10-13,PN,13657,693,23,
2020-10-13,PS,8378,359,23,
2020-10-13,RC,15416,941,10,
2020-10-13,RN,6850,536,72,
2020-10-13,RS,12733,819,26,
2020-10-13,S,11290,172,64,
2020-10-13,T,10715,728,48,
2020-10-14,A,5620,137,12,
2020-10-14,B,1823,92,9,
2020-10-14,C,3279,83,16,
2020-10-14,D,10778,363,19,
2020-10-14,E,8197,49,15,
2020-10-14,FN,8808,682,16,
2020-10-14,FS,9282,164,30,
2020-10-14,GN,11840,316,28,
2020-10-14,GS,8783,269,8,
2020-10-14,HE,7548,345,24,
2020-10-14,HW,7796,494,8,
2020-10-14,KE,13720,583,65,
2020-10-14,KW,14473,824,41,
2020-10-14,L,8636,156,33,
2020-10-14,ME,7309,56,16,
2020-10-14,MW,6562,164,10,
2020-10-14,N,11189,567,34,
2020-10-14,PN,13784,685,23,
2020-10-14,PS,8505,368,22,
2020-10-14,RC,15626,941,10,
2020-10-14,RN,6941,430,56,
2020-10-14,RS,12908,791,26,
2020-10-14,S,11358,172,63,
2020-10-14,T,10791,728,48,
2020-10-15,A,5670,136,14,
2020-10-15,B,1833,95,12,
2020-10-15,C,3305,79,15,
2020-10-15,D,10863,342,18,
2020-10-15,E,8238,49,15,
2020-10-15,FN,8859,682,16,
2020-10-15,FS,9332,170,30,
2020-10-15,GN,11942,249,21,
2020-10-15,GS,8819,258,8,
2020-10-15,HE,7600,351,24,
2020-10-15,HW,7870,550,8,
2020-10-15,KE,13815,544,65,
2020-10-15,KW,14606,816,40,
2020-10-15,L,8719,156,33,
2020-10-15,ME,7331,56,16,
2020-10-15,MW,6608,165,9,
2020-10-15,N,11288,608,34,
2020-10-15,PN,13913,704,25,
2020-10-15,PS,8632,378,26,
2020-10-15,RC,15807,1327,10,
2020-10-15,RN,7040,487,73,
2020-10-15,RS,13101,799,26,
2020-10-15,S,11452,168,59,
2020-10-15,T,10875,736,48,
2020-10-16,A,5701,142,11,
2020-10-16,B,1850,86,10,
2020-10-16,C,3324,78,15,
2020-10-16,D,10951,344,18,
2020-10-16,E,8271,49,15,
2020-10-16,FN,8925,682,16,
2020-10-16,FS,9380,159,28,
2020-10-16,GN,11999,267,23,
2020-10-16,GS,8867,245,8,
2020-10-16,HE,7654,365,24,
2020-10-16,HW,7936,550,8,
2020-10-16,KE,13892,552,65,
2020-10-16,KW,14711,808,40,
2020-10-16,L,8770,152,33,
2020-10-16,ME,7393,56,16,
2020-10-16,MW,6664,170,9,
2020-10-16,N,11363,551,34,
2020-10-16,PN,14010,710,25,
2020-10-16,PS,8748,341,24,
2020-10-16,RC,15927,1013,10,
2020-10-16,RN,7151,459,72,
2020-10-16,RS,13231,829,27,
2020-10-16,S,11514,161,59,
2020-10-16,T,10967,742,48,
2020-10-17,A,5719,137,12,
2020-10-17,B,1856,87,10,
2020-10-17,C,3344,83,15,
2020-10-17,D,11025,334,19,
2020-10-17,E,8301,49,15,
2020-10-17,FN,8969,682,16,
2020-10-17,FS,9408,159,28,
2020-10-17,GN,12064,299,26,
2020-10-17,GS,8896,244,8,
2020-10-17,HE,7713,367,24,
2020-10-17,HW,7998,478,8,
2020-10-17,KE,13963,552,65,
2020-10-17,KW,14812,779,43,
2020-10-17,L,8822,146,32,
2020-10-17,ME,7446,56,16,
2020-10-17,MW,6717,175,9,
2020-10-17,N,11434,537,34,
2020-10-17,PN,14120,736,25,
2020-10-17,PS,8815,358,22,
2020-10-17,RC,16080,1013,10,
2020-10-17,RN,7213,481,75,
2020-10-17,RS,13375,745,27,
2020-10-17,S,11594,163,59,
2020-10-17,T,11068,746,48,
2020-10-18,A,5757,137,13,
2020-10-18,B,1863,87,10,
2020-10-18,C,3379,85,15,
2020-10-18,D,11084,346,19,
2020-10-18,E,8343,49,15,
2020-10-18,FN,9036,682,16,
2020-10-18,FS,9451,160,28,
2020-10-18,GN,12112,299,26,
2020-10-18,GS,8935,244,8,
2020-10-18,HE,7760,361,25,
2020-10-18,HW,8058,532,8,
2020-10-18,KE,14051,552,65,
2020-10-18,KW,14921,759,42,
2020-10-18,L,8877,144,30,
2020-10-18,ME,7483,21,10,
2020-10-18,MW,6753,175,9,
2020-10-18,N,11497,576,34,
2020-10-18,PN,14220,736,17,
2020-10-18,PS,8892,377,23,
2020-10-18,RC,16223,1013,10,
2020-10-18,RN,7284,481,75,
2020-10-18,RS,13482,745,27,
2020-10-18,S,11651,161,59,
2020-10-18,T,11142,751,48,
2020-10-19,A,5762,132,12,
2020-10-19,B,1868,98,12,
2020-10-19,C,3387,83,15,
2020-10-19,D,11118,366,20,
2020-10-19,E,8374,49,15,
2020-10-19,FN,9076,682,16,
2020-10-19,FS,9484,159,25,
2020-10-19,GN,12156,318,28,
2020-10-19,GS,8952,226,8,
2020-10-19,HE,7812,363,25,
2020-10-19,HW,8111,588,8,
2020-10-19,KE,14122,552,66,
2020-10-19,KW,15014,755,43,
2020-10-19,L,8919,142,31,
2020-10-19,ME,7506,21,11,
2020-10-19,MW,6794,189,10,
2020-10-19,N,11547,607,34,
2020-10-19,PN,14308,736,17,
2020-10-19,PS,8950,385,24,
2020-10-19,RC,16291,1026,10,
2020-10-19,RN,7344,442,72,
2020-10-19,RS,13585,712,26,
2020-10-19,S,11710,158,56,
2020-10-19,T,11210,757,48,
2020-10-20,A,5785,119,11,
2020-10-20,B,1874,93,12,
2020-10-20,C,3399,81,16,
2020-10-20,D,11195,366,20,
2020-10-20,E,8392,49,15,
2020-10-20,FN,9110,511,16,
2020-10-20,FS,9504,143,24,
2020-10-20,GN,12191,324,29,
2020-10-20,GS,8979,215,8,
2020-10-20,HE,7849,353,25,
2020-10-20,HW,8155,518,6,
2020-10-20,KE,14183,576,66,
2020-10-20,KW,15087,741,41,
2020-10-20,L,8960,141,31,
2020-10-20,ME,7528,21,11,
2020-10-20,MW,6821,188,11,
2020-10-20,N,11580,632,34,
2020-10-20,PN,14357,647,17,
2020-10-20,PS,8989,398,25,
2020-10-20,RC,16416,1137,10,
2020-10-20,RN,7402,409,71,
2020-10-20,RS,13643,681,27,
2020-10-20,S,11752,155,56,
2020-10-20,T,11266,757,48,
2020-10-21,A,5816,119,11,
2020-10-21,B,1885,93,12,
2020-10-21,C,3418,79,14,
2020-10-21,D,11271,366,17,
2020-10-21,E,8447,49,15,
2020-10-21,FN,9164,511,16,
2020-10-21,FS,9536,143,24,
2020-10-21,GN,12235,324,28,
2020-10-21,GS,9026,215,8,
2020-10-21,HE,7876,348,25,
2020-10-21,HW,8214,494,6,
2020-10-21,KE,14262,579,66,
2020-10-21,KW,15191,738,40,
2020-10-21,L,9028,142,31,
2020-10-21,ME,7557,21,1,
2020-10-21,MW,6861,188,11,
2020-10-21,N,11637,632,34,
2020-10-21,PN,14472,837,17,
2020-10-21,PS,9034,385,26,
2020-10-21,RC,16580,1137,10,
2020-10-21,RN,7462,409,69,
2020-10-21,RS,13788,681,27,
2020-10-21,S,11814,158,57,
2020-10-21,T,11342,757,48,
2020-10-22,A,5838,99,12,
2020-10-22,B,1893,83,12,
2020-10-22,C,3444,75,15,
2020-10-22,D,11340,314,17,
2020-10-22,E,8491,62,15,
2020-10-22,FN,9204,511,16,
2020-10-22,FS,9563,132,24,
2020-10-22,GN,12313,261,28,
2020-10-22,GS,9060,210,8,
2020-10-22,HE,7914,306,25,
2020-10-22,HW,8257,476,6,
2020-10-22,KE,14323,574,64,
2020-10-22,KW,15281,712,39,
2020-10-22,L,9075,136,31,
2020-10-22,ME,7600,45,9,
2020-10-22,MW,6917,185,11,
2020-10-22,N,11694,443,34,
2020-10-22,PN,14562,666,17,
2020-10-22,PS,9088,299,26,
2020-10-22,RC,16721,1137,10,
2020-10-22,RN,7530,377,69,
2020-10-22,RS,13909,765,27,
2020-10-22,S,11864,148,57,
2020-10-22,T,11404,502,48,
2020-10-23,A,5862,99,13,
2020-10-23,B,1893,75,11,
2020-10-23,C,3455,73,14,
2020-10-23,D,11422,295,16,
2020-10-23,E,8530,62,15,
2020-10-23,FN,9251,511,16,
2020-10-23,FS,9586,134,24,
2020-10-23,GN,12385,256,35,
2020-10-23,GS,9097,201,8,
2020-10-23,HE,7948,282,25,
2020-10-23,HW,8290,457,6,
2020-10-23,KE,14387,532,64,
2020-10-23,KW,15383,706,35,
2020-10-23,L,9143,136,31,
2020-10-23,ME,7628,73,34,
2020-10-23,MW,6959,185,10,
2020-10-23,N,11752,469,34,
2020-10-23,PN,14666,651,17,
2020-10-23,PS,9141,287,25,
2020-10-23,RC,16795,1317,10,
2020-10-23,RN,7571,377,69,
2020-10-23,RS,14007,753,23,
2020-10-23,S,11929,150,57,
2020-10-23,T,11475,504,41,
2020-10-24,A,5887,103,13,
2020-10-24,B,1908,76,10,
2020-10-24,C,3480,62,14,
2020-10-24,D,11479,298,17,
2020-10-24,E,8554,62,15,
2020-10-24,FN,9298,511,16,
2020-10-24,FS,9610,139,24,
2020-10-24,GN,12419,243,36,
2020-10-24,GS,9141,184,8,
2020-10-24,HE,7993,280,25,
2020-10-24,HW,8342,457,6,
2020-10-24,KE,14459,532,64,
2020-10-24,KW,15478,675,33,
2020-10-24,L,9192,133,30,
2020-10-24,ME,7656,73,34,
2020-10-24,MW,6999,186,10,
2020-10-24,N,11815,441,34,
2020-10-24,PN,14757,687,20,
2020-10-24,PS,9199,299,25,
2020-10-24,RC,16892,1316,10,
2020-10-24,RN,7606,377,69,
2020-10-24,RS,14075,719,21,
2020-10-24,S,11978,146,57,
2020-10-24,T,11509,504,41,
2020-10-25,A,6101,96,13,
2020-10-25,B,1930,80,10,
2020-10-25,C,3497,68,14,
2020-10-25,D,11649,287,16,
2020-10-25,E,8658,62,15,
2020-10-25,FN,9344,511,16,
2020-10-25,FS,9691,139,24,
2020-10-25,GN,12557,243,36,
2020-10-25,GS,9250,189,8,
2020-10-25,HE,8088,285,25,
2020-10-25,HW,8532,359,3,
2020-10-25,KE,14585,532,64,
2020-10-25,KW,15622,666,30,
2020-10-25,L,9292,128,30,
2020-10-25,ME,7734,73,34,
2020-10-25,MW,7096,186,10,
2020-10-25,N,11878,441,34,
2020-10-25,PN,14887,687,25,
2020-10-25,PS,9294,310,25,
2020-10-25,RC,17119,1316,10,
2020-10-25,RN,7689,377,69,
2020-10-25,RS,14406,719,21,
2020-10-25,S,12063,142,49,
2020-10-25,T,11601,504,41,
2020-10-26,A,6107,96,13,
2020-10-26,B,1936,80,10,
2020-10-26,C,3501,68,14,
2020-10-26,D,11673,287,16,
2020-10-26,E,8687,62,15,
2020-10-26,FN,9367,511,16,
2020-10-26,FS,9700,139,24,
2020-10-26,GN,12579,243,36,
2020-10-26,GS,9264,189,8,
2020-10-26,HE,8117,285,25,
2020-10-26,HW,8572,359,3,
2020-10-26,KE,14616,532,64,
2020-10-26,KW,15677,666,30,
2020-10-26,L,9323,128,30,
2020-10-26,ME,7760,73,34,
2020-10-26,MW,7118,186,10,
2020-10-26,N,11934,441,34,
2020-10-26,PN,14928,687,25,
2020-10-26,PS,9328,310,25,
2020-10-26,RC,17160,1316,10,
2020-10-26,RN,7710,377,69,
2020-10-26,RS,14461,719,21,
2020-10-26,S,12115,142,49,
2020-10-26,T,11664,504,41,
2020-10-27,A,6123,92,11,
2020-10-27,B,1938,74,8,
2020-10-27,C,3512,62,13,
2020-10-27,D,11721,272,15,
2020-10-27,E,8711,62,15,
2020-10-27,FN,9393,511,16,
2020-10-27,FS,9708,140,24,
2020-10-27,GN,12623,228,39,
2020-10-27,GS,9283,172,8,
2020-10-27,HE,8152,257,25,
2020-10-27,HW,8601,418,3,
2020-10-27,KE,14646,485,61,
2020-10-27,KW,15741,628,28,
2020-10-27,L,9351,126,30,
2020-10-27,ME,7771,83,38,
2020-10-27,MW,7154,192,10,
2020-10-27,N,11965,425,34,
2020-10-27,PN,14962,626,22,
2020-10-27,PS,9353,227,25,
2020-10-27,RC,17248,728,10,
2020-10-27,RN,7735,333,69,
2020-10-27,RS,14513,739,22,
2020-10-27,S,12135,139,49,
2020-10-27,T,11698,513,41,
2020-10-28,A,6154,95,10,
2020-10-28,B,1943,74,8,
2020-10-28,C,3526,61,13,
2020-10-28,D,11764,259,14,
2020-10-28,E,8750,62,15,
2020-10-28,FN,9444,511,16,
2020-10-28,FS,9731,143,24,
2020-10-28,GN,12663,212,34,
2020-10-28,GS,9300,170,8,
2020-10-28,HE,8196,251,25,
2020-10-28,HW,8653,425,3,
2020-10-28,KE,14725,440,61,
2020-10-28,KW,15856,610,31,
2020-10-28,L,9389,122,30,
2020-10-28,ME,7812,83,35,
2020-10-28,MW,7208,191,10,
2020-10-28,N,12030,440,34,
2020-10-28,PN,15047,626,22,
2020-10-28,PS,9412,223,24,
2020-10-28,RC,17356,728,10,
2020-10-28,RN,7777,284,66,
2020-10-28,RS,14612,581,23,
2020-10-28,S,12177,140,49,
2020-10-28,T,11749,519,41,
2020-10-29,A,6175,94,8,
2020-10-29,B,1947,70,10,
2020-10-29,C,3566,57,13,
2020-10-29,D,11810,252,14,
2020-10-29,E,8799,63,18,
2020-10-29,FN,9483,511,16,
2020-10-29,FS,9749,144,24,
2020-10-29,GN,12712,195,36,
2020-10-29,GS,9326,164,8,
2020-10-29,HE,8222,243,25,
2020-10-29,HW,8681,365,1,
2020-10-29,KE,14791,452,61,
2020-10-29,KW,15946,593,33,
2020-10-29,L,9435,122,30,
2020-10-29,ME,7828,80,33,
2020-10-29,MW,7235,182,10,
2020-10-29,N,12080,474,34,
2020-10-29,PN,15108,673,22,
2020-10-29,PS,9457,232,25,
2020-10-29,RC,17461,929,10,
2020-10-29,RN,7800,324,69,
2020-10-29,RS,14699,584,21,
2020-10-29,S,12207,135,47,
2020-10-29,T,11790,519,41,
2020-10-30,A,6193,88,9,
2020-10-30,B,1957,66,9,
2020-10-30,C,3580,52,13,
2020-10-30,D,11841,242,14,
2020-10-30,E,8851,63,18,
2020-10-30,FN,9512,511,16,
2020-10-30,FS,9777,150,24,
2020-10-30,GN,12753,195,36,
2020-10-30,GS,9357,164,8,
2020-10-30,HE,8259,242,25,
2020-10-30,HW,8725,365,1,
2020-10-30,KE,14840,452,61,
2020-10-30,KW,16042,590,34,
2020-10-30,L,9458,113,28,
2020-10-30,ME,7865,80,33,
2020-10-30,MW,7278,182,10,
2020-10-30,N,12133,499,34,
2020-10-30,PN,15177,673,22,
2020-10-30,PS,9497,236,25,
2020-10-30,RC,17572,929,10,
2020-10-30,RN,7837,344,73,
2020-10-30,RS,14778,584,21,
2020-10-30,S,12261,137,44,
2020-10-30,T,11832,522,41,
2020-10-31,A,6213,86,11,
2020-10-31,B,1965,67,7,
2020-10-31,C,3592,45,12,
2020-10-31,D,11876,221,14,
2020-10-31,E,8877,63,18,
2020-10-31,FN,9549,511,16,
2020-10-31,FS,9793,150,24,
2020-10-31,GN,12790,147,29,
2020-10-31,GS,9378,152,3,
2020-10-31,HE,8290,217,20,
2020-10-31,HW,8760,316,2,
2020-10-31,KE,14895,452,61,
2020-10-31,KW,16105,568,34,
2020-10-31,L,9499,109,28,
2020-10-31,ME,7896,59,28,
2020-10-31,MW,7305,174,10,
2020-10-31,N,12189,337,34,
2020-10-31,PN,15236,673,22,
2020-10-31,PS,9522,229,23,
2020-10-31,RC,17674,1061,10,
2020-10-31,RN,7871,354,75,
2020-10-31,RS,14849,617,21,
2020-10-31,S,12291,131,42,
2020-10-31,T,11888,526,40,
2020-11-01,A,6228,86,10,
2020-11-01,B,1974,69,6,
2020-11-01,C,3600,44,12,
2020-11-01,D,11916,212,11,
2020-11-01,E,8909,63,18,
2020-11-01,FN,9583,511,16,
2020-11-01,FS,9817,152,24,
2020-11-01,GN,12815,147,29,
2020-11-01,GS,9393,152,3,
2020-11-01,HE,8314,215,20,
2020-11-01,HW,8791,353,2,
2020-11-01,KE,14952,452,61,
2020-11-01,KW,16166,552,32,
2020-11-01,L,9518,109,28,
2020-11-01,ME,7922,59,28,
2020-11-01,MW,7340,174,10,
2020-11-01,N,12227,364,34,
2020-11-01,PN,15288,673,20,
2020-11-01,PS,9554,249,23,
2020-11-01,RC,17753,1061,10,
2020-11-01,RN,7911,354,75,
2020-11-01,RS,14891,617,21,
2020-11-01,S,12327,131,42,
2020-11-01,T,11934,528,41,
2020-11-02,A,6240,85,10,
2020-11-02,B,1977,66,5,
2020-11-02,C,3603,45,12,
2020-11-02,D,11950,198,10,
2020-11-02,E,8928,63,18,
2020-11-02,FN,9607,511,16,
2020-11-02,FS,9831,155,24,
2020-11-02,GN,12833,147,29,
2020-11-02,GS,9418,147,3,
2020-11-02,HE,8345,199,20,
2020-11-02,HW,8817,332,2,
2020-11-02,KE,14987,475,61,
2020-11-02,KW,16203,523,34,
2020-11-02,L,9545,107,27,
2020-11-02,ME,7943,59,28,
2020-11-02,MW,7373,153,10,
2020-11-02,N,12260,308,34,
2020-11-02,PN,15335,562,20,
2020-11-02,PS,9579,244,23,
2020-11-02,RC,17805,542,10,
2020-11-02,RN,7936,230,44,
2020-11-02,RS,14942,606,18,
2020-11-02,S,12346,131,42,
2020-11-02,T,11977,528,41,
2020-11-03,A,6249,80,10,
2020-11-03,B,1981,50,5,
2020-11-03,C,3605,40,12,
2020-11-03,D,11984,193,9,
2020-11-03,E,8943,63,18,
2020-11-03,FN,9637,511,16,
2020-11-03,FS,9855,86,24,
2020-11-03,GN,12843,147,29,
2020-11-03,GS,9443,150,3,
2020-11-03,HE,8373,191,20,
2020-11-03,HW,8838,310,2,
2020-11-03,KE,15034,475,61,
2020-11-03,KW,16247,511,31,
2020-11-03,L,9567,108,27,
2020-11-03,ME,7960,59,28,
2020-11-03,MW,7395,147,10,
2020-11-03,N,12320,330,34,
2020-11-03,PN,15369,583,20,
2020-11-03,PS,9608,244,23,
2020-11-03,RC,17869,734,10,
2020-11-03,RN,7965,248,47,
2020-11-03,RS,14979,558,18,
2020-11-03,S,12380,128,39,
2020-11-03,T,12016,528,41,
2020-11-04,A,6267,77,9,
2020-11-04,B,1992,53,5,
2020-11-04,C,3614,41,11,
2020-11-04,D,12028,215,11,
2020-11-04,E,8958,63,18,
2020-11-04,FN,9674,511,16,
2020-11-04,FS,9881,87,24,
2020-11-04,GN,12865,147,29,
2020-11-04,GS,9461,152,3,
2020-11-04,HE,8397,202,20,
2020-11-04,HW,8863,310,2,
2020-11-04,KE,15093,485,61,
2020-11-04,KW,16298,487,32,
2020-11-04,L,9596,101,27,
2020-11-04,ME,7989,59,28,
2020-11-04,MW,7423,140,10,
2020-11-04,N,12371,361,34,
2020-11-04,PN,15435,591,20,
2020-11-04,PS,9646,243,24,
2020-11-04,RC,17965,656,10,
2020-11-04,RN,7998,269,52,
2020-11-04,RS,15043,523,18,
2020-11-04,S,12420,124,40,
2020-11-04,T,12057,528,41,
2020-11-05,A,6273,81,8,
2020-11-05,B,1996,48,5,
2020-11-05,C,3623,43,9,
2020-11-05,D,12058,197,9,
2020-11-05,E,8977,63,18,
2020-11-05,FN,9701,511,16,
2020-11-05,FS,9900,78,24,
2020-11-05,GN,12889,147,29,
2020-11-05,GS,9487,146,3,
2020-11-05,HE,8421,199,20,
2020-11-05,HW,8888,328,2,
2020-11-05,KE,15142,485,60,
2020-11-05,KW,16338,473,32,
2020-11-05,L,9624,99,27,
2020-11-05,ME,8014,59,28,
2020-11-05,MW,7454,141,10,
2020-11-05,N,12419,379,34,
2020-11-05,PN,15492,623,20,
2020-11-05,PS,9694,260,24,
2020-11-05,RC,18036,721,10,
2020-11-05,RN,8023,282,55,
2020-11-05,RS,15099,517,17,
2020-11-05,S,12458,124,40,
2020-11-05,T,12103,537,41,
2020-11-06,A,6263,79,8,
2020-11-06,B,2003,48,6,
2020-11-06,C,3633,34,7,
2020-11-06,D,12037,182,8,
2020-11-06,E,8977,63,18,
2020-11-06,FN,9718,511,16,
2020-11-06,FS,9909,80,24,
2020-11-06,GN,12850,147,29,
2020-11-06,GS,9445,142,3,
2020-11-06,HE,8419,184,20,
2020-11-06,HW,8876,242,3,
2020-11-06,KE,15154,485,60,
2020-11-06,KW,16386,448,35,
2020-11-06,L,9640,99,27,
2020-11-06,ME,8014,34,13,
2020-11-06,MW,7445,136,10,
2020-11-06,N,12452,327,34,
2020-11-06,PN,15544,640,16,
2020-11-06,PS,9724,251,24,
2020-11-06,RC,18033,809,10,
2020-11-06,RN,8030,205,38,
2020-11-06,RS,15000,511,17,
2020-11-06,S,12492,124,35,
2020-11-06,T,12159,539,41,
2020-11-07,A,6273,73,6,
2020-11-07,B,2008,42,8,
2020-11-07,C,3643,38,8,
2020-11-07,D,12068,188,10,
2020-11-07,E,8988,63,18,
2020-11-07,FN,9745,511,16,
2020-11-07,FS,9926,83,24,
2020-11-07,GN,12892,147,29,
2020-11-07,GS,9475,137,1,
2020-11-07,HE,8454,174,20,
2020-11-07,HW,8924,231,3,
2020-11-07,KE,15193,485,46,
2020-11-07,KW,16441,428,36,
2020-11-07,L,9689,99,27,
2020-11-07,ME,8037,42,16,
2020-11-07,MW,7473,127,10,
2020-11-07,N,12501,347,34,
2020-11-07,PN,15583,640,25,
2020-11-07,PS,9771,246,24,
2020-11-07,RC,18094,809,10,
2020-11-07,RN,8041,202,41,
2020-11-07,RS,15063,511,17,
2020-11-07,S,12539,110,39,
2020-11-07,T,12218,540,41,
2020-11-08,A,6283,73,6,
2020-11-08,B,2015,42,8,
2020-11-08,C,3647,37,7,
2020-11-08,D,12102,198,10,
2020-11-08,E,9007,63,18,
2020-11-08,FN,9779,511,16,
2020-11-08,FS,9943,87,24,
2020-11-08,GN,12923,147,29,
2020-11-08,GS,9503,137,1,
2020-11-08,HE,8485,169,20,
2020-11-08,HW,8960,192,3,
2020-11-08,KE,15228,485,46,
2020-11-08,KW,16510,419,36,
2020-11-08,L,9733,83,25,
2020-11-08,ME,8072,42,16,
2020-11-08,MW,7503,119,10,
2020-11-08,N,12538,359,34,
2020-11-08,PN,15629,640,24,
2020-11-08,PS,9821,235,24,
2020-11-08,RC,18176,809,10,
2020-11-08,RN,8069,189,38,
2020-11-08,RS,15134,514,14,
2020-11-08,S,12568,111,38,
2020-11-08,T,12242,541,41,
2020-11-09,A,6284,71,6,
2020-11-09,B,2016,45,7,
2020-11-09,C,3648,38,8,
2020-11-09,D,12110,198,10,
2020-11-09,E,9013,63,18,
2020-11-09,FN,9797,511,16,
2020-11-09,FS,9945,87,24,
2020-11-09,GN,12927,147,29,
2020-11-09,GS,9510,143,1,
2020-11-09,HE,8501,163,20,
2020-11-09,HW,8976,202,3,
2020-11-09,KE,15259,503,46,
2020-11-09,KW,16559,433,35,
2020-11-09,L,9740,79,25,
2020-11-09,ME,8080,42,16,
2020-11-09,MW,7509,124,10,
2020-11-09,N,12552,373,34,
2020-11-09,PN,15666,640,25,
2020-11-09,PS,9844,239,24,
2020-11-09,RC,18218,669,10,
2020-11-09,RN,8083,203,39,
2020-11-09,RS,15182,462,13,
2020-11-09,S,12588,107,38,
2020-11-09,T,12264,543,41,
2020-11-10,A,6302,66,6,
2020-11-10,B,2016,41,7,
2020-11-10,C,3656,36,7,
2020-11-10,D,12149,198,10,
2020-11-10,E,9025,63,18,
2020-11-10,FN,9824,511,16,
2020-11-10,FS,9961,87,24,
2020-11-10,GN,12941,147,29,
2020-11-10,GS,9527,135,1,
2020-11-10,HE,8526,151,20,
2020-11-10,HW,9003,208,3,
2020-11-10,KE,15286,503,46,
2020-11-10,KW,16656,406,35,
2020-11-10,L,9776,80,25,
2020-11-10,ME,8107,42,16,
2020-11-10,MW,7549,103,10,
2020-11-10,N,12628,287,34,
2020-11-10,PN,15701,640,25,
2020-11-10,PS,9888,243,24,
2020-11-10,RC,18266,669,10,
2020-11-10,RN,8096,203,39,
2020-11-10,RS,15235,462,13,
2020-11-10,S,12619,110,41,
2020-11-10,T,12289,543,41,
2020-11-11,A,6323,60,6,
2020-11-11,B,2018,40,5,
2020-11-11,C,3660,38,7,
2020-11-11,D,12169,173,10,
2020-11-11,E,9036,63,18,
2020-11-11,FN,9843,511,16,
2020-11-11,FS,9970,90,24,
2020-11-11,GN,12959,147,29,
2020-11-11,GS,9542,138,1,
2020-11-11,HE,8549,138,20,
2020-11-11,HW,9033,182,3,
2020-11-11,KE,15321,511,46,
2020-11-11,KW,16659,377,30,
2020-11-11,L,9788,78,25,
2020-11-11,ME,8109,42,16,
2020-11-11,MW,7552,108,10,
2020-11-11,N,12631,288,34,
2020-11-11,PN,15752,640,25,
2020-11-11,PS,9926,245,24,
2020-11-11,RC,18336,591,10,
2020-11-11,RN,8118,149,40,
2020-11-11,RS,15304,374,12,
2020-11-11,S,12654,110,41,
2020-11-11,T,12328,543,41,
2020-11-12,A,6338,62,7,
2020-11-12,B,2025,44,5,
2020-11-12,C,3665,37,8,
2020-11-12,D,12190,177,11,
2020-11-12,E,9053,63,18,
2020-11-12,FN,9874,511,16,
2020-11-12,FS,9986,54,24,
2020-11-12,GN,12991,147,29,
2020-11-12,GS,9558,132,1,
2020-11-12,HE,8575,153,22,
2020-11-12,HW,9053,199,3,
2020-11-12,KE,15355,511,46,
2020-11-12,KW,16713,386,27,
2020-11-12,L,9831,78,25,
2020-11-12,ME,8141,42,16,
2020-11-12,MW,7587,112,9,
2020-11-12,N,12689,296,34,
2020-11-12,PN,15799,640,25,
2020-11-12,PS,9975,249,24,
2020-11-12,RC,18389,591,10,
2020-11-12,RN,8130,168,28,
2020-11-12,RS,15372,374,12,
2020-11-12,S,12680,107,41,
2020-11-12,T,12360,543,41,
2020-11-13,A,6347,62,7,
2020-11-13,B,2029,44,5,
2020-11-13,C,3668,37,8,
2020-11-13,D,12218,177,11,
2020-11-13,E,9066,63,18,
2020-11-13,FN,9898,511,16,
2020-11-13,FS,10002,54,24,
2020-11-13,GN,13012,147,29,
2020-11-13,GS,9580,132,1,
2020-11-13,HE,8601,153,22,
2020-11-13,HW,9086,199,3,
2020-11-13,KE,15398,511,46,
2020-11-13,KW,16771,386,27,
2020-11-13,L,9852,78,25,
2020-11-13,ME,8148,42,16,
2020-11-13,MW,7610,112,9,
2020-11-13,N,12727,296,34,
2020-11-13,PN,15844,640,25,
2020-11-13,PS,10000,249,24,
2020-11-13,RC,18449,591,10,
2020-11-13,RN,8146,168,28,
2020-11-13,RS,15421,374,12,
2020-11-13,S,12726,107,41,
2020-11-13,T,12418,543,41,
2020-11-14,A,6357,56,3,
2020-11-14,B,2032,38,6,
2020-11-14,C,3670,38,6,
2020-11-14,D,12235,192,12,
2020-11-14,E,9077,63,18,
2020-11-14,FN,9915,511,16,
2020-11-14,FS,10022,58,24,
2020-11-14,GN,13025,147,29,
2020-11-14,GS,9593,132,1,
2020-11-14,HE,8629,144,21,
2020-11-14,HW,9120,174,3,
2020-11-14,KE,15432,511,45,
2020-11-14,KW,16826,365,25,
2020-11-14,L,9878,78,25,
2020-11-14,ME,8162,42,16,
2020-11-14,MW,7632,110,9,
2020-11-14,N,12758,353,34,
2020-11-14,PN,15880,640,22,
2020-11-14,PS,10022,210,13,
2020-11-14,RC,18517,575,10,
2020-11-14,RN,8172,187,31,
2020-11-14,RS,15469,438,16,
2020-11-14,S,12742,102,41,
2020-11-14,T,12450,543,41,
2020-11-15,A,6359,56,3,
2020-11-15,B,2033,38,6,
2020-11-15,C,3673,38,6,
2020-11-15,D,12266,192,12,
2020-11-15,E,9088,63,18,
2020-11-15,FN,9931,511,16,
2020-11-15,FS,10029,58,24,
